# ---------------------------------------------------------
# STRING METHODS
IS-CODEPAGE-FIXED Function	Returns TRUE if the code page of the specified LONGCHAR variable is fixed; otherwise it returns FALSE.	IS-CODEPAGE-FIXED ( longchar )	
IS-COLUMN-CODEPAGE Function	Returns TRUE if the specified CLOB field is a COLUMN-CODEPAGE CLOB. Otherwise, it returns FALSE (that is, if the CLOB is a DBCODEPAGE CLOB or a TTCODEPAGE CLOB).	IS-COLUMN-CODEPAGE ( field )	
IS-DB-MULTI-TENANT Function	Returns TRUE if a specified database is multi-tenant enabled, and returns FALSE if it is not. 	IS-DB-MULTI-TENANT( [ database-name ] )	
IsFinal Method	Returns a LOGICAL value indicating if the specified object is a class type defined as FINAL.	IsFinal(&nbsp;)	
IsGreater Method	Compares the underlying values of the specified enumeration types and returns TRUE if the first value is greater than the second value. Otherwise, it returns FALSE.	EnumHelper:IsGreater ( INPUT enum1 AS CLASS System.Enum, <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INPUT enum2 AS CLASS System.Enum )	
IsGreaterOrEqual Method	Compares the underlying values of the specified enumeration types and returns TRUE if the first value is greater than or equal to the second value. Otherwise, it returns FALSE.	EnumHelper:IsGreaterOrEqual ( INPUT enum1 AS CLASS System.Enum, <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INPUT enum2 AS CLASS System.Enum )	
IsInterface Method	If the specified object is defined as an interface type, this method returns TRUE. Otherwise, it returns FALSE.	IsInterface(&nbsp;)	
IS-JSON Attribute	Returns whether a JSON string was posted to the transaction server. The AVM determines the value by checking if the content-type HTTP header is either "application/json" or "text/json".	
IS-LEAD-BYTE Function	Returns TRUE if the first character of the string is the lead-byte of a multi-byte character. Returns FALSE if it is not. 	IS-LEAD-BYTE ( string )	
IsLess Method	Compares the underlying values of the specified enumeration types and returns TRUE if the first value is less than the second value. Otherwise, it returns FALSE.	EnumHelper:IsLess ( INPUT enum1 AS CLASS System.Enum, <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INPUT enum2 AS CLASS System.Enum )	
IsLessOrEqual Method	Compares the underlying values of the specified enumeration types and returns TRUE if the first value is less than or equal to the second value. Otherwise, it returns FALSE.	EnumHelper:IsLessOrEqual ( INPUT enum1 AS CLASS System.Enum, <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INPUT enum2 AS CLASS System.Enum )	
IS-MULTI-TENANT Attribute	Indicates whether the buffer is populated with a record from a multi-tenant table.	
IsNull Method	Returns a LOGICAL indicating if an element in a JsonArray contains the null value.	IsNull( INPUT index AS INTEGER )	
ISO-DATE Function	Returns a character representation of a DATE, DATETIME , or DATETIME-TZ that conforms to the ISO 8601 standard for date/time representations.	ISO-DATE ( expression  ) 	
IS-OPEN Attribute	Indicates whether a transaction or query object is open.	
IS-PARAMETER-SET Attribute	Indicates whether you have already set a particular parameter.	IS-PARAMETER-SET ( parameter-number )	
IS-ROW-SELECTED Method	Returns TRUE if a specified row in the browse viewport is currently selected.	IS-ROW-SELECTED ( n )	
IS-SELECTED Method	Returns TRUE if a specified item in a selection list is currently selected. Otherwise, the method returns FALSE.	IS-SELECTED ( list-item | list-index )	
IS-XML Attribute	Returns whether an XML document was posted to the transaction server. 	
ITEMS-PER-ROW Attribute	How to format multiple items written to the system clipboard using the CLIPBOARD handle. 	
ITERATION-CHANGED Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
KBLABEL Function	Returns the keyboard label (such as F1) of the key that performs a specified ABL function (such as GO). 	KBLABEL ( key-function )	
KEEP-CONNECTION-OPEN Attribute	Indicates whether WebClient should keep any server connection, that it creates, open after downloading a file (TRUE) or not (FALSE). 	
KEEP-FRAME-Z-ORDER Attribute	The overlay order of the frames in a window.	
KEEP-SECURITY-CACHE Attribute	Indicates whether WebClient saves the values of the attributes in the security cache between sessions (TRUE) or not (FALSE), as requested by the user. The default value is FALSE.	
KEY Attribute	Indicates whether the field corresponding to a buffer-field participates in an index.	
KEYCODE Function	Evaluates a key label (such as F1) for a key in the predefined set of keyboard keys and returns the corresponding = key code (such as 301) as an INTEGER value. See OpenEdge Development: Programming Interfaces for a list of key codes and key labels.	KEYCODE ( key-label )	
KEYFUNCTION Function	Evaluates an integer expression (such as 301) and returns a character string that is the function of the key associated with that integer expression (such as GO).	KEYFUNCTION ( expression )	
KEYLABEL Function	Evaluates a key code (such as 301) and returns a character string that is the predefined keyboard label for that key (such as F1).    	KEYLABEL ( key-code )	
KEYS Attribute	Returns a comma-separated list of key fields for a buffer.	data-source-handle:KEYS ( buffer-sequence-number )	
KEYWORD Function	Returns a character value that indicates whether a string is an ABL reserved keyword.	KEYWORD ( expression )	
KEYWORD-ALL Function	Returns a character value that indicates whether a string is an ABL keyword. This function returns all keywords and does not distinguish between reserved or unreserved keywords.	KEYWORD-ALL ( expression )	
LABEL Attribute	The label of a widget or the name of a low-level event.	
LABEL-BGCOLOR Attribute	The color number of the background color for a column label or all column labels in a browse widget.	
LABEL-DCOLOR Attribute	The color number of the display color for a column label or all column labels in a browse widget.	
LABEL-FGCOLOR Attribute	The color number of the foreground color for a column label or all column labels in a browse widget.	
LABEL-FONT Attribute	The font for a column label or all column labels in a browse widget.	
LABELS Attribute	Indicates whether a label appears with the widget.	
LANGUAGES Attribute	A comma-separated list of all languages compiled into the r-code file specified by the RCODE-INFO:FILE-NAME attribute. 	
LARGE Attribute	Indicates whether a Windows editor widget can hold 32K of text. Non-Windows platforms ignore this attribute.	
LARGE-TO-SMALL Attribute	The default numeric range that a slider can display is small (minimum) to large (maximum). The LARGE-TO-SMALL option allows you to override this default behavior as follows:	
LAST Function	Returns a TRUE value if the current iteration of a DO, FOR EACH, or REPEAT . . . BREAK block is the last iteration of that block.	LAST ( break-group )	
LAST-ASYNC-REQUEST Attribute	Returns the last entry in the list of all current asynchronous request handles for the specified AppServer or Web service that have been created in the current session.	
LAST-BATCH Attribute	Indicates whether a FILL operation on a ProDataSet temp-table retrieved the last batch of rows in its associated query. 	
LAST-CHILD Attribute	The handle of the last widget created in the container widget or the current session.	
LAST-EVENT Handle	A handle to the last event the application received.	LAST-EVENT [ :attribute ]	
LAST-FORM Attribute	The object reference for the last .NET Progress.Windows.IForm or ABL window FormProxy (Progress.Windows.FormProxy) object in the list of all valid OpenEdge form objects created in the current ABL session.	
LASTKEY Function	Returns, as an INTEGER value, the integer key code of the most recent event read from the user (that is, from the keyboard or mouse) during an interaction with a procedure.	LASTKEY	DISPLAY "You may update each customer. After making your changes," SKIP<br>&nbsp;&nbsp;"Press one of:" SKIP(1)<br>  KBLABEL("GO") "Make the changes permanent" SKIP<br>  KBLABEL("END-ERROR")  "Undo changes and exit" SKIP<br>  "F9" SPACE(7) "Undo changes and try again" SKIP<br>  "F10" SPACE(6) "Find next customer" SKIP<br>  "F12" SPACE(6) "Find previous customer"<br>  WITH CENTERED FRAME instr.<br>&nbsp;<br>FIND FIRST Customer.<br>&nbsp;<br>REPEAT:<br>&nbsp;&nbsp;UPDATE Customer.CustNum Customer.Name Customer.Address Customer.City <br>&nbsp;&nbsp;&nbsp;&nbsp;Customer.State GO-ON(F9 F10 F12) WITH 1 DOWN.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;IF LASTKEY = KEYCODE("F9") &nbsp;THEN UNDO, RETRY.<br>&nbsp;&nbsp;ELSE IF LASTKEY = KEYCODE("F10") THEN FIND NEXT Customer.<br>&nbsp;&nbsp;ELSE IF LASTKEY = KEYCODE("F12") THEN FIND PREV Customer.<br>END.	
LAST-OBJECT Attribute	The object reference for the last class instance in the list of all valid ABL and .NET class instances created in the current ABL session. If there are no class instances in the current session, this attribute returns the Unknown value (?).	
LAST-OF Function	Returns a TRUE value if the current iteration of a DO, FOR EACH, or REPEAT . . . BREAK block is the last iteration for a particular value of a break group.	LAST-OF ( break-group )	
LAST-OF Method	Returns TRUE if the current iteration of the query predicate FOR EACH . . . BREAK BY. . . is the last iteration for a new break group.	LAST-OF ( level )	
LAST-PROCEDURE Attribute	For AppServer, returns a handle to the last entry in the list of remote persistent procedures running on the connected AppServer. For Web services, returns a handle to the last entry in the list of procedure objects associated with the Web service. 	
LAST-SERVER Attribute	A handle to the last entry in the list of server handles for the current ABL session. This includes both AppServer server objects and Web service server objects.	
LAST-SERVER-SOCKET Attribute	A handle to the last entry in the list of all valid server socket handles created in the current session. If there are no server socket handles in this session, LAST-SERVER-SOCKET returns the Unknown value (?).	
LAST-SOCKET Attribute	A handle to the last entry in the list of all valid socket handles created in the current session. If there are no socket handles in this session, LAST-SOCKET returns the Unknown value (?).	
LAST-TAB-ITEM Attribute	The last widget in the tab order of a field group.	
LC Function	Converts any uppercase characters in a CHARACTER or LONGCHAR expression to lowercase characters, and returns the result.	LC ( expression )	
LDBNAME Function	Returns the logical name of a database that is currently connected.	LDBNAME<br>  (<br>    {   integer-expression <br>      | logical-name <br>      | alias <br>      | BUFFER bufname <br>    }<br>  )	
LE Operator	Returns a TRUE value if the first of two expressions is less than or equal to the second.	expression { LE | &lt;= } expression 	
LEAVE Statement	Exits from a block. Execution continues with the first statement after the end of the block.	LEAVE [ label ]	
LEAVE Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
LEFT Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
